,Happiness,spent_on_MATA,spent_on_Bills,spent_on_TSA,spent_on_EXPA
1863,8.0,50.0,550.0,0.0,70.0
1864,8.0,70.0,450.0,0.0,50.0
1865,3.0,50.0,90.0,0.0,0.0
1866,7.0,50.0,150.0,50.0,70.0
1867,7.0,70.0,550.0,0.0,70.0
1868,8.0,90.0,850.0,150.0,90.0
1869,8.0,250.0,850.0,90.0,250.0
1870,6.0,70.0,750.0,30.0,250.0
1871,3.0,0.0,650.0,0.0,0.0
1872,4.0,50.0,50.0,0.0,0.0
1873,6.0,0.0,750.0,50.0,0.0
1874,8.0,50.0,550.0,50.0,90.0
1875,6.0,0.0,550.0,0.0,0.0
1876,8.0,250.0,250.0,750.0,1000.0
1877,4.0,0.0,350.0,0.0,0.0
